DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1021/acs.cgd.6b01768,Crystal engineering,Y,Article,7252,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topologies, topology | Crystal engineering [title; crystal packing and structural design]: structural diversity | Crystal engineering [abstract; crystal packing and structural design]: coordination modes, coordination mode | Functional materials [abstract; sensing and optical function]: photoluminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.6b01776,Functional materials,Y,Article,7253,topic rules,False,False,False,,,"Chemical synthesis [abstract; synthetic routes]: room temperature synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalytic, photocatalyst | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.6b01808,Functional materials,Y,Article,7254,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [title; sensing and optical function]: detection of | Functional materials [abstract; sensing and optical function]: fluorescent, fluorescence | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00001,Crystal engineering,Y,Article,7255,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; network topology and assembly]: catenated | Crystal engineering [abstract; network topology and assembly]: catenated, topology",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00007,Functional materials,Y,Article,7256,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: syntheses, synthesis | Functional materials [title; adsorption, storage, and separation]: sorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00030,Functional materials,Y,Article,7257,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: isoreticular | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbs | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00077,Functional materials,N,Article,7258,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials; Structural construction and synthetic-method contributions overlap; Structural construction and application contributions overlap,"Chemical synthesis [title; synthesis development]: controllable synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbed, adsorbs | Functional materials [title; catalytic and environmental performance]: dye adsorption | Functional materials [abstract; catalytic and environmental performance]: dye adsorption | Functional materials [title; electronic, magnetic, and mechanical function]: semiconductor | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00118,Functional materials,Y,Article,7259,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystallization and crystal growth]: single crystal to single crystal | Crystal engineering [abstract; crystallization and crystal growth]: single crystal to single crystal | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1021/acs.cgd.7b00119,Functional materials,Y,Article,7260,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00141,Functional materials,Y,Article,7261,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: interpenetrated, topology | Crystal engineering [abstract; crystal packing and structural design]: crystal engineering | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption, co2 uptake, separation | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00153,Chemical synthesis,Y,Article,7262,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Crystal engineering; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; post-synthetic chemistry]: postsynthetic exchange | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology, isoreticular",Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00166,Functional materials,N,Article,7263,topic rules,True,True,False,,Review/perspective article; topic is coverage rather than a single original contribution,"Chemical synthesis [abstract; synthesis development]: one step synthesis | Chemical synthesis [abstract; post-synthetic chemistry]: postsynthetic modification | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: gas storage, separation | Functional materials [abstract; adsorption, storage, and separation]: gas storage, separation | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00171,Crystal engineering,Y,Article,7264,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Functional materials [abstract; adsorption, storage, and separation]: adsorption, co2 uptake | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b00174,Crystal engineering,Y,Article,7265,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: topological, interpenetrated, topology | Crystal engineering [abstract; crystal packing and structural design]: coordination modes | Functional materials [abstract; sensing and optical function]: luminescent",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00188,Functional materials,N,Article,7266,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [title; adsorption, storage, and separation]: co2 capture | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00274,Crystal engineering,Y,Article,7267,topic rules,False,False,False,,,"Chemical synthesis [abstract; molecular reaction development]: cycloaddition | Crystal engineering [title; network topology and assembly]: interpenetrated | Crystal engineering [abstract; network topology and assembly]: interpenetrated, topology | Crystal engineering [title; crystal packing and structural design]: structural diversity | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [abstract; catalytic and environmental performance]: catalytic activity | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b00373,Functional materials,Y,Article,7268,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [title; energy conversion and electrochemistry]: batteries | Functional materials [abstract; energy conversion and electrochemistry]: batteries | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.,Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00400,Functional materials,N,Article,7269,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; sensing and optical function]: fluorescence,Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00450,Crystal engineering,Y,Article,7270,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis, syntheses | Crystal engineering [abstract; crystallization and crystal growth]: crystallization, crystal growth",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00504,Functional materials,Y,Article,7271,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [title; catalytic and environmental performance]: dye degradation | Functional materials [abstract; catalytic and environmental performance]: photocatalysts, photocatalytic, dye degradation | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00575,Functional materials,Y,Article,7272,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescent, sensing | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00598,Crystal engineering,Y,Article,7273,topic rules,True,True,False,,Competing categories: Crystal engineering / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Theory & modeling [abstract; quantum electronic calculations]: dft | Functional materials [title; adsorption, storage, and separation]: sorption | Functional materials [abstract; adsorption, storage, and separation]: sorption, separate | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b00784,Functional materials,N,Article,7274,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: coordination modes, coordination geometries | Functional materials [title; biomedical and delivery applications]: antibacterial | Functional materials [abstract; biomedical and delivery applications]: antibacterial | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.7b00795,Crystal engineering,Y,Article,7275,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b00825,Crystal engineering,Y,Article,7276,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Functional materials; Assigned category is supported only by abstract evidence,"Crystal engineering [abstract; network topology and assembly]: topologies, topology | Functional materials [abstract; energy conversion and electrochemistry]: electrocatalytic, electrocatalysts",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00830,Crystal engineering,N,Article,7277,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [title; network topology and assembly]: topology | Functional materials [title; electronic, magnetic, and mechanical function]: semiconducting | Functional materials [abstract; electronic, magnetic, and mechanical function]: dielectric, magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b00848,Theory & modeling,N,Article,7278,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Theory & modeling [abstract; explicit computational focus]: molecular simulation | Theory & modeling [abstract; molecular and statistical simulations]: monte carlo | Crystal engineering [title; network topology and assembly]: topologically | Crystal engineering [abstract; network topology and assembly]: topological, topologies, topology | Functional materials [abstract; adsorption, storage, and separation]: adsorbed, hydrogen storage, separation | Theory & modeling [primary contribution rule; +30]: Abstract explicitly states a primary computational/theoretical investigation.",Abstract explicitly states a primary computational/theoretical investigation.,4.0.0
10.1021/acs.cgd.7b00877,Crystal engineering,Y,Article,7279,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topological | Crystal engineering [title; crystal packing and structural design]: homochiral zeolitic tetrazolate frameworks | Crystal engineering [abstract; crystal packing and structural design]: homochiral zeolitic tetrazolate frameworks,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00892,Crystal engineering,Y,Article,7280,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [title; network topology and assembly]: isoreticular | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [abstract; adsorption, storage, and separation]: sorption",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b00898,Functional materials,N,Article,7281,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials; Structural construction and application contributions overlap,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: structural diversity | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [title; catalytic and environmental performance]: catalytic applications | Functional materials [primary contribution rule; +30]: A framework or solid catalyst is used for a molecular reaction: catalytic material application.,A framework or solid catalyst is used for a molecular reaction: catalytic material application.,4.0.0
10.1021/acs.cgd.7b00967,Crystal engineering,Y,Article,7282,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [abstract; molecular reaction development]: cycloaddition | Crystal engineering [abstract; network topology and assembly]: interpenetration, topology | Crystal engineering [title; crystal packing and structural design]: structural diversity | Crystal engineering [abstract; crystal packing and structural design]: structural diversity, coordination modes | Functional materials [abstract; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01061,Crystal engineering,Y,Article,7283,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [abstract; crystal packing and structural design]: coordination mode | Functional materials [abstract; sensing and optical function]: photoluminescence | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetism, proton conductivity | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01070,Crystal engineering,Y,Article,7284,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetrated, topological, interpenetrate | Crystal engineering [abstract; crystal packing and structural design]: cocrystallized, secondary building units | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01082,Functional materials,N,Article,7285,topic rules,False,False,False,,,"Crystal engineering [abstract; network topology and assembly]: topologies | Functional materials [title; sensing and optical function]: photoluminescent | Functional materials [abstract; sensing and optical function]: luminescent, photophysical",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01085,Crystal engineering,Y,Article,7286,topic rules,False,False,False,,,Chemical synthesis [abstract; synthesis development]: green synthesis | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: crystal structure | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [abstract; catalytic and environmental performance]: catalytic activity | Functional materials [abstract; sensing and optical function]: photoluminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01133,Crystal engineering,Y,Article,7287,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: interpenetrated | Crystal engineering [title; crystal packing and structural design]: crystal structure | Crystal engineering [abstract; crystal packing and structural design]: crystal structures | Functional materials [abstract; adsorption, storage, and separation]: sorption | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent, luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01171,Crystal engineering,Y,Article,7288,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Chemical synthesis; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: coordination modes,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01190,Crystal engineering,Y,Article,7289,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01211,Chemical synthesis,N,Article,7290,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; synthetic routes]: mechanochemical, mechanochemically | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption",Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01250,Functional materials,Y,Article,7291,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Crystal engineering; Assigned category is supported only by abstract evidence,"Crystal engineering [abstract; crystallization and crystal growth]: crystal growth | Functional materials [abstract; adsorption, storage, and separation]: sorption, adsorption | Functional materials [abstract; catalytic and environmental performance]: removal of organic pollutants",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01256,Chemical synthesis,N,Article,7292,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01319,Crystal engineering,Y,Article,7293,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Crystal engineering [abstract; crystal packing and structural design]: coordination modes | Functional materials [abstract; sensing and optical function]: photoluminescence | Functional materials [abstract; biomedical and delivery applications]: antibacterial | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01402,Chemical synthesis,N,Article,7294,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Crystal engineering; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; synthesis development]: one pot synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystallization and crystal growth]: crystal growth,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01574,Functional materials,Y,Article,7295,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: supramolecular architecture | Functional materials [title; sensing and optical function]: fluorescent,Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01581,Crystal engineering,Y,Article,7296,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topological, topology | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01616,Functional materials,Y,Article,7297,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Functional materials / Chemical synthesis; Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [abstract; adsorption, storage, and separation]: adsorption, adsorbed",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1021/acs.cgd.7b01689,Crystal engineering,Y,Article,7298,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology, interpenetrating | Crystal engineering [title; crystal packing and structural design]: homochiral coordination polymers | Crystal engineering [abstract; crystal packing and structural design]: homochiral metal organic frameworks, coordination modes, homochiral framework | Functional materials [title; sensing and optical function]: optical properties | Functional materials [abstract; sensing and optical function]: optical properties, nonlinear optical, luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.7b01749,Functional materials,Y,Article,7299,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal, solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; crystal packing and structural design]: structural diversity, coordination modes | Functional materials [title; sensing and optical function]: photoluminescence, sensing | Functional materials [abstract; sensing and optical function]: photoluminescence, sensing, sensors | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1021/acs.cgd.8b00002,Crystal engineering,Y,Article,7300,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Crystal engineering [abstract; network topology and assembly]: supramolecular network, topology | Crystal engineering [title; crystal packing and structural design]: secondary building unit | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [abstract; adsorption, storage, and separation]: sorption, co2 uptake | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1021/acs.cgd.8b00016,Functional materials,N,Article,7301,topic rules,True,True,False,,Assigned category is supported only by abstract evidence; Review/perspective article; topic is coverage rather than a single original contribution,"Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [primary contribution rule; +30]: Abstract links a stated application to performance or uptake results.",Abstract links a stated application to performance or uptake results.,4.0.0
10.1021/acs.cgd.8b00045,Chemical synthesis,N,Article,7302,topic rules,False,False,False,,,"Chemical synthesis [abstract; synthetic routes]: microwave assisted synthesis | Chemical synthesis [abstract; synthesis development]: controlled synthesis, controllable synthesis | Chemical synthesis [title; molecular reaction development]: knoevenagel reaction | Chemical synthesis [abstract; molecular reaction development]: knoevenagel reaction | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Functional materials [abstract; catalytic and environmental performance]: catalytic activity, catalytic performance | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.",Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1021/acs.cgd.8b00174,Crystal engineering,Y,Article,7303,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [abstract; crystal packing and structural design]: coordination mode | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic, magnetostructural | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
