doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,3-bis(1H-imidazol-1-yl)propane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,3-bis(1H-imidazol-1-yl)propane",bimp,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,acetonitrile,MeCN,,,water,H2O,,,,2.5,110,110.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,3-bis(1H-imidazol-1-yl)propane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,3-bis(1H-imidazol-1-yl)propane",bimp,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,acetonitrile,MeCN,,,water,H2O,,,,2.5,120,120.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,3-bis(1H-imidazol-1-yl)propane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,3-bis(1H-imidazol-1-yl)propane",bimp,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,acetonitrile,MeCN,,,water,H2O,,,,2.5,130,130.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,3-bis(1H-imidazol-1-yl)propane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,3-bis(1H-imidazol-1-yl)propane",bimp,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,acetonitrile,MeCN,,,water,H2O,,,,2.5,150,150.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,dimethyl sulfoxide,DMSO,,,water,H2O,,,,2.5,90,90.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,dimethyl sulfoxide,DMSO,,,water,H2O,,,,2.5,110,110.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,dimethyl sulfoxide,DMSO,,,water,H2O,,,,2.5,120,120.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,dimethyl sulfoxide,DMSO,,,water,H2O,,,,2.5,130,130.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,dimethyl sulfoxide,DMSO,,,water,H2O,,,,2.5,150,150.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,N-methyl-2-pyrrolidone,NMP,,,water,H2O,,,,2.5,90,90.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,N-methyl-2-pyrrolidone,NMP,,,water,H2O,,,,2.5,110,110.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
10.1039/c4ce01270d,yes,"Screened multiple solvents and temperatures (e.g., DMSO, NMP, DMF/EtOH/H2O, CH3CN/H2O; 90–150 °C) with other N-donor ligands; no crystalline products.","a zinc metal-organic framework with [Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes and hcb topology built by organic linkers 1,4-bis(1H-imidazol-1-yl)butane and tetrabromoterephthalic acid",,"Against success 3 (Zn(NO3)2·6H2O + ditp + H2tbtpa in MeOH/H2O, 120 °C): ESI Table S1 documents that other N?donor ligands under solvent systems including DMSO/H2O, NMP/H2O, CH3CN/H2O (plus DMF–EtOH–H2O cited) and temperatures 90–150 °C gave no crystalline products. Represented by substituting representative other N?donor ligands (amounts held equal to ditp, 0.020 mmol) and combining with the named binary solvent–water mixtures across the stated temperatures. The ternary mixture is noted but not enumerated; time held as in base.","Failures captured: “other N-donor ligands” with H2tbtpa under varied solvent systems and 90–150 °C gave no crystalline products, contrasted against successful complexes 1–3 ([Zn2(bmib)(tbtpa)2·2H2O]n, [Cd(ditb)(tbtpa)(H2O)2·2H2O]n, [Zn(ditp)(tbtpa)]n).",3,linker_1;solvent_main;solvent_secondary;temperature_c,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,"16 mg, 0.050 mmol",0.05,mmol,,,,,,,,,,,"1,4-bis(1H-imidazol-1-yl)butane",bimb,0.02 mmol,0.02,mmol,tetrabromoterephthalic acid,H2tbtpa,"7.0 mg, 0.015 mmol",0.015,mmol,,,,,,potassium hydroxide (aqueous),KOH,"0.1 M, 0.05 mL",,,,,,,,N-methyl-2-pyrrolidone,NMP,,,water,H2O,,,,2.5,120,120.0 °C,,8 h + 83 h at 120 °C; 13 h slow cooling,glass tube,static,EtOH,,dried in air,,,pale yellow crystals,61,,hcb,[Zn2(tbtpa)2] loops; Zn(II) 3-connected nodes,trinuclear cluster SBU,"Monoclinic, P21/c; a=9.6238(8) Å, b=17.2400(14) Å, c=12.7886(10) Å, ?=91.914(2)°",,,yes,not_reported,203,luminescence,10.1039/c4ce01270d,ok,,,,
